tanggal,tweets,tweet_clean,sentiment_MP,sentiment_NB
2022-11-10,"@AREAJULID Gua tv digital aja masih ngandelin antena kok, kalo antenanya pendek emang suka ngegereded gambarnya, kalo antenanya tinggi",gua tv digital ngandelin antena antenanya pendek emang suka ngegereded gambarnya antenanya,negatif,1
2022-11-10,"Migrasi TV Analog dan Digital Carut Marut, Komisi I DPR Bakal Tagih Komitmen Menkominfo dan TV Swasta https://t.co/KZYqUgyQST",migrasi tv analog digital carut marut komisi i dpr tagih komitmen menkominfo tv swasta,negatif,1
2022-11-10,@AREAJULID STB Set Top Box pengubah siaran tv analog ke digital STB Infico DVB T2 | https://t.co/hX48AKBpQG,stb set top box pengubah siaran tv analog digital stb infico dvb,netral,1
2022-11-10,"@AREAJULID Beli antena tv digital,pasty dpet bagus,siaran yg ketangkep juga bnyak.",beli antena tv digital pasty dpet bagus siaran ketangkep bnyak,positif,1
2022-11-10,"@tanyakanrl lihatlah orang berada
mempersulit orang dibawahnya dengan mengubah tv menjadi digital",lihatlah orang mempersulit orang dibawahnya mengubah tv digital,negatif,1
2022-11-10,"@AREAJULID Kasihan ya yang ga punya tv digital alias cuma punya tv cembung aja dan cuma pake antena biasa. Tapi dipaksa pindah, kasihan aja gitu sama yang belum siap sarana dan prasarananya, dan pasti banyak sih menurutku.",kasihan ga tv digital alias tv cembung pake antena dipaksa pindah kasihan gitu sarana prasarananya sih menurutku,negatif,1
2022-11-10,"7 TV Swasta Matikan Tayangan Analog ke Digital, Walaupun Sempat Membandel https://t.co/xYIPtphnbx",tv swasta matikan tayangan analog digital membandel,negatif,1
2022-11-10,"@AREAJULID Ortu tuh sebelum pengumuman pindah ke tv digital udah pakai stb dg masih pakai tv tabung, baik-baik aja tuh. Pakainya juga parabola 🤣",ortu tuh pengumuman pindah tv digital pakai stb dg pakai tv tabung tuh pakainya parabola,netral,1
2022-11-10,"@tokopedia @TokopediaCare TV digital aj Minto, masi analog ni, Xiaomi TV A2 32"" cukup lah #DibelanjainTokopedia ya",tv digital aj minto masi analog ni xiaomi tv a,netral,1
2022-11-10,"@bexashi @elyeriz @AREAJULID Punya dirmh gua udh tv digital cuma tinggal beli antena aja, tp udah dipasang dan diatas rumah tetep sama aja ngendat2 ga lancar",dirmh gua udh tv digital tinggal beli antena tp dipasang diatas rumah tetep ngendat ga lancar,positif,1
2022-11-10,@guzel_amare @kemkominfo Ni cnn malah bilang warga antusias https://t.co/43ryiVqtdq,ni cnn bilang warga antusias,positif,1
2022-11-10,"tv analog di matikan serentak..padahal di daerah ternate belum dimatikan analog...terus kenapa pakai hitung mundur
KOMINFO jangan memaksakan keadaan karenabtidak semua orang belum punya tv digital atau stb apakah ini ada pwrmainan bisnis
#tvdigital #komunikasidannegosiasi2022 https://t.co/zeDiLeEAnR",tv analog matikan serentak daerah ternate dimatikan analog pakai hitung mundur kominfo jangan memaksakan karenabtidak orang tv digital stb pwrmainan bisnis,negatif,1
2022-11-10,"@AREAJULID Dari dulu tv digital belum bagus sinyalnya, di daerah malang yang susah dapet itu trans grup lainnya aman",tv digital bagus sinyalnya daerah malang susah dapet trans grup aman,positif,1
2022-11-10,"Set up Box untuk TV yang belum support TV Digital dan antena TV Digital

Bjorka Pernah Makan Mcflurry dan Nabati dengan RICKY KEREN di PermataBank
#DITA #cryptocrash #TXT_IS_COMING #WakandaForeveeID #anisd #WakandaForever #LoveIsBlind #GodofWarRagnarok #Leaked https://t.co/xVAjNH6ddr",set up box tv support tv digital antena tv digital bjorka makan mcflurry nabati ricky keren permatabank,positif,1
2022-11-10,Cek COOCAA 43 inch Digital Smart TV -OS Coolita - HD - Dobly Audio - Youtube (Model : Coocaa 43S3U) dengan harga Rp2.702.000. Dapatkan di Shopee sekarang! https://t.co/CaKjefWBr9 https://t.co/I6HFnMH4up,cek coocaa inch digital smart tv os coolita hd dobly audio youtube model coocaa su harga dapatkan shopee,netral,0
2022-11-10,Mnc tu emang blm nyangkut di tv digital ya?,mnc tu emang blm nyangkut tv digital,negatif,1
2022-11-10,"Puluhan rumah tangga satu kampung di Kabupaten Lebak, Banten, tidak bisa menonton siaran televisi digital. Padahal mereka sudah menggunakan STB. https://t.co/7oSFiSyogX",puluhan rumah tangga kampung kabupaten lebak banten tidak menonton siaran televisi digital stb,netral,0
2022-11-10,@piattosschiki @AREAJULID Tv digital ada dua varian gaess simak penjelasan lebih detail di channel gadgetin kalau masih gak faham penjabaran di google,tv digital varian gaess simak penjelasan detail channel gadgetin gak faham penjabaran google,positif,1
2022-11-10,"@AREAJULID Dari pengalaman gw dan bbrp sodara yg pake stb yang paling bnyk terjual, bnyk bgt trouble. Smpe akhirnya rusak dan ganti tv yg udh support digital. Tapi ya namanya masa peralihan ya masih bisa dibilang wajar menurut gw, mulai dari sinyal yg gk stabil sampe device yg masih ringkih",pengalaman gw bbrp sodara pake stb bnyk terjual bnyk bgt trouble smpe rusak ganti tv udh support digital namanya peralihan dibilang wajar gw sinyal gk stabil sampe device ringkih,positif,1
2022-11-10,"Dibanding TV Analog, Ini Kekurangan TV Digital https://t.co/v5qSOLU6lU",dibanding tv analog kekurangan tv digital,netral,1
2022-11-10,"@AREAJULID Udah setahun lebih pindah ke tv digital, banyak faktor sih, antena harus tinggi, arah antena harus presisi geser dikit ngaruh, kabel jgn ada yg kejepit, cuaca juga ngaruh, pakai HDMI jangan kabel RCA untuk resolusi yang lebih baik kecuali tv masih tabung.",setahun pindah tv digital faktor sih antena arah antena presisi geser dikit ngaruh kabel jgn kejepit cuaca ngaruh pakai hdmi jangan kabel rca resolusi kecuali tv tabung,positif,1
2022-11-10,@AREAJULID Tv digital gw sering ngelag @TRANS7  ama @TRANSTV_CORP kaga dapet lagi... W jd ga bs nonton LAPOR PAK..itu hiburan w 1 1nya di tipi😂😂,tv digital gw ngelag ama kaga dapet w jd ga bs nonton lapor hiburan w tipi,netral,1
2022-11-10,@bachrum_achmadi Padahal sosialisasi dah lama.. Aku saja hampir setahun dah pindah TV digital.. Lebih jernih lebih banyak chanel.. Dan dulu harga STB masih aman.. Tinggal pilih saja model dan merk.. Di TV juga ditayangin tiap hari sosialisasi nya.. Lah dulu kamu kemana pak.. Baru treak sekarang,sosialisasi dah setahun dah pindah tv digital jernih chanel harga stb aman tinggal pilih model merk tv ditayangin sosialisasi kemana treak,positif,1
2022-11-10,"@AREAJULID Sempet ngalamin pake STB malah ga ketangkep signalnya. Padahal pake TV yg udah digital mh oke oke aja. Terus bapakku ngide buat nambahin tinggi tiang antenanya. Akhirnya selamat. STB berfungsi, TV yg belom digital pun jadi bisa dipake nonton.",sempet ngalamin pake stb ga ketangkep signalnya pake tv digital mh oke oke bapakku ngide nambahin tiang antenanya selamat stb berfungsi tv belom digital dipake nonton,positif,1
2022-11-10,"Ibu ibu pada cerita tentang tv ganti digital anjirr pada kaga bisa nyala kata nya, kaget lah gua keinget kapan terakhir nonton tv",cerita tv ganti digital anjirr kaga nyala kaget gua keinget nonton tv,netral,1
2022-11-10,"@AREAJULID tv digital tu yg kek gimana si, pict pertama bukanya udah digital?kok pake stb. no salty ya gais",tv digital tu kek gimana si pict bukanya digital pake stb no salty gais,netral,1
2022-11-10,@AREAJULID Lah daerahku dah lamaaaaa banget pakek tv digital aman aman aja sih,daerahku dah lamaaaaa banget pakek tv digital aman aman sih,positif,1
2022-11-10,Alhamdulillah udh pasang STB sama parallel-in antenna digital. Jd cuma beli 1 antena bakal 3 TV. Baru tau juga antena bisa di parallel gini.,alhamdulillah udh pasang stb parallel in antenna digital jd beli antena tv tau antena parallel gini,positif,1
2022-11-10,@kemkominfo Wah ya pokoknya tetep harus di pelajari dulu ini soal kebijakan TV analog ke TV digital,pokoknya tetep pelajari kebijakan tv analog tv digital,netral,1
2022-11-10,Siaran tv digital bukannya jd hiburan mlh bikin kesel..sinyalnya BAPUK,siaran tv digital jd hiburan mlh bikin kesel sinyalnya bapuk,netral,1
2022-11-10,"@levioucsa @munfess Yang 1,7 itu LED TV biasa, cuma bisa digital + analog tv, belum smart/android tv.

Yang 1,9 itu android tv",led tv digital analog tv smart android tv android tv,netral,1
2022-11-10,"@SQothon @DokterTifa Ujung2nya termakan kebohongan jg, mas. Pdhl dr thn 2021 sdh dinyatakan oleh Kominfo mengenai ditutupnya siaran analog. Yuk cek dan ricek dl agar kita tdk dikadalin orang lain, sehingga tanpa sadar turut mendukung kebohongan/hoaks.🙏👇
https://t.co/c7GFVFCWTS https://t.co/sYTu3XCLEb",ujungnya termakan kebohongan jg mas pdhl dr thn sdh dinyatakan kominfo ditutupnya siaran analog yuk cek ricek dl tdk dikadalin orang sadar mendukung kebohongan hoaks,negatif,1
2022-11-10,@AREAJULID Gw yang udah digital tpi gak pernah nnton tv 🙃 https://t.co/lX95l6bQNs,gw digital tpi gak nnton tv,netral,1
2022-11-10,"@champbrb @DokterTifa @Ejetoyraho @CNNIndonesia Pak, coba cek ricek dulu, jngn lngsng percaya pada tuit orang walau anda merasa yg bersangkutan satu kelompok. Ini untuk menghindari diri dr kebodohan dan hoaks.
Dari tahun 2021, Kominfo nyatakan bhw ditutupnya siaran tv analog untuk membuka frekuensi 5G.
https://t.co/c7GFVFCWTS https://t.co/hJ4RkMyNXu",coba cek ricek jngn lngsng percaya tuit orang bersangkutan kelompok menghindari dr kebodohan hoaks kominfo nyatakan bhw ditutupnya siaran tv analog membuka frekuensi g,netral,0
2022-11-10,Golkar menilai pemerintah buang badan terhadap kewajibannya untuk menyiapkan infrastruktur penunjang TV digital. #kumparanNEWS https://t.co/N26GszkYkJ,golkar menilai pemerintah buang badan kewajibannya infrastruktur penunjang tv digital,netral,1
2022-11-10,"@levioucsa @munfess Kalo mau streaming wajib ada internet. Kalo smart/android tv udah pasti bisa digital + analog. Tinggal search manual aja channelnya, kalo pake antena.",streaming wajib internet smart android tv digital analog tinggal search manual channelnya pake antena,netral,1
2022-11-10,"Mahfud MD Cabut Izin Stasiun TV, Pakar Digital: Perlu Dikaji Ulang! https://t.co/OcTYV2OoOj",mahfud md cabut izin stasiun tv pakar digital dikaji ulang,positif,1
2022-11-10,"Tak Ada Sinyal, Siaran TV Digital Tak Bisa Dinikmati Warga Munjul, Lebak https://t.co/43IPrvF3W6 #BantenRegion #KabupatenLebak #SetTopBox #TVAnalog",tak sinyal siaran tv digital tak dinikmati warga munjul lebak,netral,1
2022-11-10,"Apakah tv manual/tabung/analog siap hardware nya disambungkan ke set top box digital @kemkominfo ?????
cc. Pak @RamliRizal
*ketajaman gambarnya beda",tv manual tabung analog hardware disambungkan set top box digital cc ketajaman gambarnya beda,netral,1
2022-11-10,"@bexashi @elyeriz @AREAJULID klo belom siap mah cuma beberapa stasiun tv doang yg ada digitalnya, ini hampir semua staisun tv udah punya chanel digital bahkan dri beberapa tahun lalu",klo belom mah stasiun tv doang digitalnya staisun tv chanel digital dri,netral,1
2022-11-10,"@AREAJULID TVnya udah Smart tv, salurannya udah digital, channelnya udah HD, acaranya masih sampah 😭😭",tvnya smart tv salurannya digital channelnya hd acaranya sampah,negatif,1
2022-11-10,"@AREAJULID pake antenanya beli yg khusus buat tv digital biasanya antenanya pake daya lagi buat booster, sejauh ini aman2 aja enak malah gambar jelas semua,.. cuma mnc grup karena frekuensi aslinya diblokir pemerintah pindah ke frekuensi yg lebih rendag jd rada macet2",pake antenanya beli khusus tv digital antenanya pake daya booster aman enak gambar mnc grup frekuensi aslinya diblokir pemerintah pindah frekuensi rendag jd rada macet,netral,1
2022-11-10,"@AREAJULID Aku bersyukur malah pindah digital, sekarang jadi ga dikit2 hp karena tayangan tv jernih ...",bersyukur pindah digital ga dikit hp tayangan tv jernih,positif,1
2022-11-10,"#MomentInMotion

Kegiatan Indonesia Digital Outlook 2022: Encouraging The Acceleration Of Sustainable Digital Transformation sukses digelar pada 9 Juni 2022, bertempat di Hotel Westin - Jakarta.

Selengkapnya: https://t.co/9po20w5zzC",kegiatan indonesia digital outlook encouraging the acceleration of sustainable digital transformation sukses digelar juni bertempat hotel westin jakarta selengkapnya,positif,1
2022-11-10,"@AREAJULID tv dirumah gak pake stb krn dah digital. tapi sinyalnya sering ilang, error, kadang siarannya jg ngelag:( yg diton2 tiap hari metr*tv doang, eh malah sering error wkkwkw",tv dirumah gak pake stb krn dah digital sinyalnya ilang error kadang siarannya jg ngelag diton metr tv doang eh error wkkwkw,negatif,1
2022-11-10,"@tokopedia Mau beli tv min ibu nonton, apalagi kan sekarang harus digital😢 #SaldoKaget #KebutGopaydiTokopedia https://t.co/71N5OKwerg",beli tv min nonton digital,netral,1
2022-11-10,Siaran yang Jernih Semakin Buat Masyarakat Lampung Berpaling ke TV Digital https://t.co/EV3s8R2XoU,siaran jernih masyarakat lampung berpaling tv digital,negatif,1
2022-11-10,@AREAJULID *Pengguna tv digital dari 2015 nyimak,pengguna tv digital nyimak,netral,1
2022-11-10,"@AREAJULID tv gua dah digital, jd gapake stb. tapi susah bgt nyari antv gaketemu2, kasian nene gua gabisa nonton suzanna kalo malemmm",tv gua dah digital jd gapake stb susah bgt nyari antv gaketemu kasian nene gua gabisa nonton suzanna malemmm,negatif,0
2022-11-10,"@musashi_masabi TV nya sudah TV Digital mungkin, yang tidak perlu Set Top Box (STB).🤔",tv tv digital tidak set top box stb,netral,1
2022-11-10,"@kemkominfo sebut migrasi ke TV digital bisa untungkan industri televisi swasta

Migrasi sistem penyiaran televisi dari analog ke digital memiliki banyak manfaat bagi masyarakat, lembaga penyiaran, maupun negara.
@PlateJohnny https://t.co/frXCY4vAW2",migrasi tv digital untungkan industri televisi swasta migrasi sistem penyiaran televisi analog digital memiliki manfaat masyarakat lembaga penyiaran negara,positif,1
2022-11-10,"Kemarin pada ribut soal tv digital dan analog, tapi kok tv ku belum saya beliin boster digital tapi masih bisa dipakai menerima siaran tv, padahal sekarang sudah siaran tv digital..

Hemmm... 🤔",kemarin ribut tv digital analog tv ku beliin boster digital dipakai menerima siaran tv siaran tv digital hemmm,netral,1
2022-11-10,"@AREAJULID edukasi dlu ga sih tentang TV digital, soalnya banyak yg pada belum ngerti",edukasi dlu ga sih tv digital ngerti,positif,1
2022-11-10,"@mohmahfudmd Saya sih gak keberatan sma TV digital, tapi harga stb tolong dinormalkan",sih gak keberatan sma tv digital harga stb tolong dinormalkan,negatif,1
2022-11-10,"Peralihan siaran tv analog ke digital juga memberikan manfaat besar bagi negara. Dampak dari beralihnya sistem analog ke digital akan menghasilkan penggunaan spektrum frekuensi 700 MHz yang lebih efisien.  
@PlateJohnny @kemkominfo https://t.co/5MwUmeA6cH",peralihan siaran tv analog digital manfaat negara dampak beralihnya sistem analog digital menghasilkan penggunaan spektrum frekuensi mhz efisien,positif,1
2022-11-10,"@mohmahfudmd Kita belum siap ke TV digital, karena keadaan ekonomi gak sama",tv digital ekonomi gak,netral,1
2022-11-10,"Masyarakat Bangka Belitung Tinggalkan TV Analog, Berpaling ke TV Digital https://t.co/XZIGCOBibH",masyarakat bangka belitung tinggalkan tv analog berpaling tv digital,negatif,1
2022-11-10,💚 siaran tv digital emg terang &amp; warnanya kontras banget ya? jadinya kek mencolok mata + pecah gitu ga smooth 😫😫😫,siaran tv digital emg terang amp warnanya kontras banget kek mencolok mata pecah gitu ga smooth,netral,1
2022-11-10,"@mohmahfudmd Kebijakan pemerintah bikin rugi rakyat dong, gara-gara kebijakan TV digital harga stb jadi naik",kebijakan pemerintah bikin rugi rakyat gara gara kebijakan tv digital harga stb,negatif,0
2022-11-10,Nah hype ini akan membuat TV digital ada kemungkinan  laris dan THR nanti prioritasnya TV (dugaan siih),hype tv digital laris thr prioritasnya tv dugaan siih,negatif,1
2022-11-10,Menjelang Piala dunia @EMTEKSports  Membuat para pemirsa TV kayak maksain diri beli atau ngadain TV Digital di rumah masing masing... Karena analog tv sudah dimatikan,menjelang piala dunia pemirsa tv kayak maksain beli ngadain tv digital rumah analog tv dimatikan,netral,1
2022-11-10,@OfficialRCTI Tolong signal siaran tv digital RCTI tolong di kuatkan dan stabil mau nonton tapi belum bisa dapat siaran nya di stb,tolong signal siaran tv digital rcti tolong kuatkan stabil nonton siaran stb,positif,1
2022-11-10,"Daftar Lengkap STB TV Digital Sertifikasi Kominfo, Harga Mulai Rp 100.000 https://t.co/Nxld4pDdhI",daftar lengkap stb tv digital sertifikasi kominfo harga,netral,1
2022-11-10,@AREAJULID Alesan aja...gue dari dulu pakai tv digital tak ada masalah...kampungan cukk,alesan gue pakai tv digital tak kampungan cukk,netral,1
2022-11-10,"Kalo infotainment, program program yang lumayan menghibur ya gw nonton TRANS TV ama TRANS 7, kalo nonton film malem-malem pasti nonton ANTV. Bulan puasa tiap sahur nonton ANTV, kalo ceramah ya TVONE. Sekarang begitu disuruh beralih ke TV Digital malah channel andalan gw kagak ada",infotainment program program lumayan menghibur gw nonton trans tv ama trans nonton film malem malem nonton antv puasa sahur nonton antv ceramah tvone disuruh beralih tv digital channel andalan gw kagak,positif,0
2022-11-10,"Di daerah gw malah ga bisa nonton TRANS TV, TRANS 7, CNN Indonesia ama CNBC Indonesia. Eh, ANTV ama TVONE juga deng ga ada di STB gw. Katanya pake TV Digital lebih jernih, lebih bersih, nyatanya rempongnya MasyaAllah! Gw klo nonton berita pasti TVOne ama CNN, kadang di TRANS juga https://t.co/3jK95nYwfI",daerah gw ga nonton trans tv trans cnn indonesia ama cnbc indonesia eh antv ama tvone deng ga stb gw pake tv digital jernih bersih rempongnya masyaallah gw klo nonton berita tvone ama cnn kadang trans,netral,1
2022-11-10,@OposisiCerdas Paket TV digital segala kardus aja digembok,paket tv digital kardus digembok,netral,1
2022-11-10,@jong_in8 @AREAJULID Tv aku juga gitu channelnya ada 800+ dan udh ada tv digitalnya. Sampe skrng analog tv udh hilang blm ada beli stb tapi beralih nonton seadanya yaitu nonton tv digital yg udah ada di tv,tv gitu channelnya udh tv digitalnya sampe skrng analog tv udh hilang blm beli stb beralih nonton seadanya nonton tv digital tv,negatif,1
2022-11-10,"Suntik mati TV analog atau analog switch off (ASO) telah dimulai sejak awal bulan ini untuk wilayah Jabodetabek yang mempengaruhi 14 kabupaten/kota.

Sejak 2 November, masyarakat yang terdampak tidak lagi bisa menyaksikan siaran analog.
https://t.co/ml8u0qqjAc https://t.co/s04SVrKX2G",suntik mati tv analog analog switch off aso wilayah jabodetabek mempengaruhi kabupaten kota november masyarakat terdampak tidak menyaksikan siaran analog,netral,1
2022-11-10,"@AREAJULID Udah saatnya indo ganti ke tv digital, walau banyak kesulitan",indo ganti tv digital kesulitan,negatif,1
2022-11-10,Rekomendasi TV Digital Harga Murah Lengkap dengan Spesifikasinya https://t.co/RAVrGj6x65,rekomendasi tv digital harga murah lengkap spesifikasinya,positif,1
2022-11-10,"Jumat, 11 Nov'22 pkl 13.30 - 14.30 WIB, UT Radio https://t.co/inbGFT1uHn menyiarkan #CoffeeBreak dengan tema ""Tantangan dan Strategi Penyiaran Radio di Era Digital"".

Saksikan jg di UT TV https://t.co/dWrAMntnO7

Bertanya ke DM IG @ radio.ut

#UniversitasTerbuka #UTRadio #UT_TV https://t.co/DAA60H0L5S",jumat nov pkl wib ut radio menyiarkan tema tantangan strategi penyiaran radio era digital saksikan jg ut tv dm ig radio ut,netral,1
2022-11-10,@AREAJULID gambar kiri bukannya udah tv digital ya?,gambar kiri tv digital,netral,1
2022-11-10,Rekomendasi TV Digital Harga Murah Lengkap dengan Spesifikasinya https://t.co/R53Fp7vyJh,rekomendasi tv digital harga murah lengkap spesifikasinya,positif,1
2022-11-10,"Semenjak liat pemberitaan bahwa TV Analog udah ga ada mimin sedih, ya walaupun emang di ganti ke TV Digital, oiya terus mimin jadi keinget beberapa acara TV yang dulu Mimin suka tonton.
Ini dia beberapa kenangan TV Analog versi Mimin, menurut kamu acara apa nih yang ngangenin? https://t.co/pCvTpEbJs1",semenjak liat pemberitaan tv analog ga mimin sedih emang ganti tv digital oiya mimin keinget acara tv mimin suka tonton kenangan tv analog versi mimin acara nih ngangenin,negatif,1
2022-11-10,"@AREAJULID emak aing ngomel2 krn RCTI ga ada di digital, katanya jd ga bs nntn si andin, riweuh gusti perkara sinetron &amp; tv digital 😒",emak aing ngomel krn rcti ga digital jd ga bs nntn si andin riweuh gusti perkara sinetron amp tv digital,netral,1
2022-11-10,@JE0N00NA @AREAJULID Pake antena uhf yg biasa buat tv analog juga gak bisa? Malah lebih bagus antena uhf analog kalo buat nangkep sinyal digital,pake antena uhf tv analog gak bagus antena uhf analog nangkep sinyal digital,positif,1
2022-11-10,Temen-temen dikampung lagi banyak yang curhat soal Migrasi Tv digital ini. Kasian sebenernya https://t.co/xFkDEXIbSe,temen temen dikampung curhat migrasi tv digital kasian sebenernya,netral,0
2022-11-10,@AREAJULID Iya nih ku jugaa:( ibuku gabisa nonton TV digital dan gangerti benerin nya gmna,iya nih ku jugaa ibuku gabisa nonton tv digital gangerti benerin gmna,netral,0
2022-11-10,"@AREAJULID Make digital yg susah di tv krn channelnya ratusan 800+ sebel jdnya susah balik, apalagi klo sinyal ga stabil balik nonya ga bisa tetap",make digital susah tv krn channelnya ratusan sebel jdnya susah klo sinyal ga stabil nonya ga,negatif,1
2022-11-10,"Pemerintah telah resmi mematikan TV analog sejak 2 November 2022. Saat ini, pemerintah juga masih terus mendistribusikan Set Top Box (STB) gratis ke masyarakat untuk bisa menonton siaran TV digital.
@PlateJohnny
@kemkominfo https://t.co/krKCXuybgk",pemerintah resmi mematikan tv analog november pemerintah mendistribusikan set top box stb gratis masyarakat menonton siaran tv digital,positif,1
2022-11-10,"@AREAJULID kakakku pake stb doang tanpa wifi gitu ya, gambar jelek, sering ilang sinyal, akhirnya kan males pake HD. Tapi kalo di rumahku kan smarttv gitu, terhubung wifi + antena juga, itu HD lancar dan gambar bagus. Mungkin ga sih tv digital ini juga terpengaruh internet?",kakakku pake stb doang wifi gitu gambar jelek ilang sinyal males pake hd rumahku smarttv gitu terhubung wifi antena hd lancar gambar bagus ga sih tv digital terpengaruh internet,netral,1
2022-11-10,"Cukup Pakai KTP Bisa Dapat Set Top Box Gratis, Ini Cara Cek Penerima STB TV Digital https://t.co/v2yW8Nxb0P",pakai ktp set top box gratis cek penerima stb tv digital,positif,1
2022-11-10,"@AREAJULID Ganti antena digital juga kalo masih gadapet sinyal. Edukasi tentang TV digital minim banget, w aja diajarin sama mba mba toko elektronik qkwk",ganti antena digital gadapet sinyal edukasi tv digital minim banget w diajarin mba mba toko elektronik qkwk,netral,1
2022-11-10,"💚 guysss bingung mau beli tv digital + smart tv bagusnya dan awet kira2 merek apa ya? budget 2,5jt. sharingg dong 😩",guysss bingung beli tv digital smart tv bagusnya awet merek budget jt sharingg,negatif,1
2022-11-10,Dis! TV digital belum 100% sempurna udh dipaksa pindah. Hmm https://t.co/HTxnB3jbjn,dis tv digital sempurna udh dipaksa pindah hmm,negatif,1
2022-11-10,"Hahaha demokrat terlalu byk gimik, kan dpr bersama pemerintah yg mutusin u perpindahan tv analog ke digital, wah apa2 bawa nama rakyat giliran masuk tv ngomong aja gagu loe wahai yan.... https://t.co/EUXomdM6Ed",hahaha demokrat byk gimik dpr pemerintah mutusin u perpindahan tv analog digital bawa nama rakyat giliran masuk tv ngomong gagu loe yan,netral,1
2022-11-10,"Kompor Listrik Gagal, yg penting TV Digital Sukses...🔝 https://t.co/bp7ro0PF1w",kompor listrik gagal tv digital sukses,netral,1
2022-11-10,"𝟵 𝗛𝗮𝗿𝗶 𝗟𝗮𝗴𝗶! #mypru15

Ayuh jalankan tanggungjawab kita sebagai rakyat Malaysia.

Ikuti pekembangan terkini PRU-15 di semua platfom TV, Radio &amp; Digital untuk info yang sahih. 

#BeliaSediaUndi #YangSahihDiRTM 
#RTMKlik https://t.co/GVmNpYg0VN",ayuh jalankan tanggungjawab rakyat malaysia ikuti pekembangan terkini pru platfom tv radio amp digital info sahih,netral,1
2022-11-10,@tokopedia @TokopediaCare Lagi butuh STB buat nonton tv digital #DibelanjainTokopedia .,butuh stb nonton tv digital,netral,1
2022-11-10,@tokopedia @TokopediaCare Lagi butuh STB buat nonton tv digital #DibelanjainTokopedia,butuh stb nonton tv digital,netral,1
2022-11-10,"Buruan Beli sebelum harga naik..
Temukan 0STB DNMR Receiver TV DIGITAL Set Top Box DVB T2 Advance Original Tuner WIFI Youtube seharga Rp205.000. Dapatkan sekarang juga di Shopee! 
https://t.co/0E807DQ8sQ https://t.co/5Rc4H1ECMQ",buruan beli harga temukan stb dnmr receiver tv digital set top box dvb advance original tuner wifi youtube seharga dapatkan shopee,netral,0
2022-11-10,"Buruan Beli Sebelum harga Naik..
Temukan invinix stb set top box digital tv DVBT2 seharga Rp250.000. Dapatkan sekarang juga di Shopee! https://t.co/bwINpjTt5B https://t.co/7bkd3RCqoU",buruan beli harga temukan invinix stb set top box digital tv dvbt seharga dapatkan shopee,netral,0
2022-11-10,"10 Kabupaten/Kota di Sumbar Belum Dapat Bantuan STB untuk Nonton TV Digital via @infosumbar https://t.co/yZ1vnkewUM

#infosumbar #TVDigital #SetTopBox #Sumbar",kabupaten kota sumbar bantuan stb nonton tv digital via,positif,1
2022-11-10,"Cukup Modal E-KTP, Set Top Box Gratis Kominfo Siap Menghibur Siaran TV Digital Dirumahmu https://t.co/20KJ4nvbz5",modal e ktp set top box gratis kominfo menghibur siaran tv digital dirumahmu,positif,1
2022-11-10,"@bachrum_achmadi Org tolol ngetwit nih,, bukan nya sengsara kami di pedesaan mlh senang ada nya tv digital,, jdi GK repot² lagi kami beli resiver, mau nton MNC grup, masti beli kvison, mau nton Indosiar mesti nonton nexparabola, dll, dgn tv digital cukup 1alat dpt semua, Tampa acak",org tolol ngetwit nih bukan sengsara pedesaan mlh senang tv digital jdi gk repot beli resiver nton mnc grup masti beli kvison nton indosiar mesti nonton nexparabola dll dgn tv digital alat dpt tampa acak,negatif,1
2022-11-10,Emiten Perusahaan Hary Tanoe Ungkap Dampak Migrasi TV Digital ke Kinerja https://t.co/pJDu5oOQYt,emiten perusahaan hary tanoe dampak migrasi tv digital kinerja,negatif,1
2022-11-10,@convomf Di cancel tv analog doang. Klo digital boleh,cancel tv analog doang klo digital,netral,1
2022-11-10,@AlhafidzRia @HerrySuryya @DokterTifa Mau beli merek Jerman juga ada. Tv om tabung ? Dah LCD digital?,beli merek jerman tv om tabung dah lcd digital,netral,1
2022-11-10,"@kemkominfo semoga bisa di pertimbangkan lagi ya, pengalihan tv analog ke tv digital masih menuai pro kontra nih min",semoga pertimbangkan pengalihan tv analog tv digital menuai pro kontra nih min,netral,1
2022-11-10,"@kemkominfo Padahal nonton tv jg kebutuhan masyarakat ya, tp karena adanya pengalihan tv analog ke tv digital banyak masyarakat yang tidak mampu membeli STB lebih memilih tidak menonton tv lg🥲",nonton tv jg kebutuhan masyarakat tp pengalihan tv analog tv digital masyarakat tidak membeli stb memilih tidak menonton tv lg,netral,1
2022-11-10,"@kemkominfo Padahal di lapangan banyak masyarakat yg tidak tahu cara menggunakan tv digital dan juga harga STB yg mahal memberatkan masyarakat yg kurang mampu, jadi apakah tv digital adalah solusi pak?",lapangan masyarakat tidak tv digital harga stb mahal memberatkan masyarakat tv digital solusi,negatif,1
2022-11-10,"@kemkominfo satu sisi mau nonton tv di satu sisi harga STB juga mahal, kebijakan pengalihan ke tv digital ini sangat meresahkan masyarakat pak",sisi nonton tv sisi harga stb mahal kebijakan pengalihan tv digital meresahkan masyarakat,negatif,1
2022-11-10,@kemkominfo Ijin min kenapa ya tv analog dialihkan ke tv digital padahal kan tidak semua masyarakat mampu memakai tv digital?,ijin min tv analog dialihkan tv digital tidak masyarakat memakai tv digital,netral,1
